Window_index,Stage,MAE,SD of absolute error,MAPE,RMSE,Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,1506.42,864.43,4.22,1682.18,100.0,212,0,0,63.73425841331482,1
2,Inferencing,1886.15,278.35,5.34,1901.49,100.0,212,0,0,1.202549695968628,1
3,Inferencing,1466.57,522.48,4.08,1534.79,100.0,212,0,0,1.1748721599578857,1
4,Inferencing,1639.04,1049.28,4.42,1874.08,100.0,212,0,0,1.2464125156402588,1
5,Inferencing,1237.37,570.6,3.35,1332.39,100.0,212,0,0,1.2185759544372559,1
6,Inferencing,1844.6,390.97,5.17,1875.42,100.0,212,0,0,1.195918083190918,1
7,Inferencing,606.38,222.84,1.68,636.35,100.0,212,0,0,1.175847053527832,1
8,Inferencing,373.31,416.29,0.99,518.97,100.0,211,1,0,1.310621976852417,1
9,Inferencing,535.64,189.46,1.43,560.2,100.0,211,1,0,1.0076897144317627,1
10,Inferencing,285.79,282.45,0.77,376.18,100.0,211,1,0,1.135162591934204,1
11,Inferencing,651.74,446.21,1.72,757.69,100.0,211,1,0,1.097900390625,1
12,Inferencing,2343.72,1751.92,5.49,2791.94,50.0,211,1,0,1.2791080474853516,1
13,Inferencing,1661.21,969.05,3.55,1861.16,100.0,211,1,0,1.2148866653442383,1
14,Inferencing,1162.71,519.86,2.56,1246.84,100.0,211,1,0,1.0637266635894775,1
15,Inferencing,324.99,229.48,0.69,380.94,100.0,211,1,0,1.2657997608184814,1
16,Inferencing,1051.57,426.66,2.19,1114.6,100.0,212,0,0,1.2423903942108154,1
17,Inferencing,300.77,274.74,0.64,383.51,100.0,212,0,0,1.163336992263794,1
18,Inferencing,1306.54,303.6,2.83,1332.73,100.0,212,0,0,1.208850383758545,1
19,Inferencing,1428.59,559.86,3.16,1508.63,100.0,212,0,0,1.1923398971557617,1
20,Inferencing,1108.81,667.4,2.43,1250.42,100.0,212,0,0,1.208702802658081,1
21,Inferencing,525.54,521.01,1.09,692.66,100.0,212,0,0,1.2118778228759766,1
22,Inferencing,641.85,516.56,1.27,782.36,100.0,212,0,0,1.2256338596343994,1
23,Inferencing,1234.64,387.57,2.39,1279.45,100.0,212,0,0,1.2052476406097412,1
24,Inferencing,1808.62,942.93,3.40,1984.43,100.0,212,0,0,1.165788173675537,1
25,Inferencing,611.62,540.33,1.12,770.1,100.0,212,0,0,1.202608346939087,1
26,Inferencing,368.41,195.44,0.70,405.43,100.0,212,0,0,1.1964547634124756,1
27,Inferencing,1406.5,643.3,2.59,1512.82,100.0,212,0,0,1.1954803466796875,1
28,Inferencing,442.58,305.56,0.83,515.66,100.0,212,0,0,1.2486755847930908,1
29,Inferencing,368.58,280.34,0.71,441.35,100.0,212,0,0,1.1868293285369873,1
30,Inferencing,1233.02,612.48,2.45,1342.27,100.0,212,0,0,1.2225315570831299,1
31,Inferencing,445.94,152.8,0.87,465.16,100.0,212,0,0,1.2521133422851562,1
32,Inferencing,922.76,376.39,1.81,978.64,100.0,212,0,0,0.9856810569763184,1
33,Inferencing,1099.67,535.75,2.11,1193.54,100.0,212,0,0,1.2200779914855957,1
34,Inferencing,1209.89,835.79,2.45,1409.87,100.0,212,0,0,1.2218225002288818,1
35,Inferencing,1334.13,557.21,2.72,1418.72,100.0,212,0,0,0.9648318290710449,1
36,Inferencing,1256.24,738.77,2.60,1409.78,100.0,212,0,0,1.2000682353973389,1
37,Inferencing,1042.09,434.18,2.07,1107.85,100.0,212,0,0,1.179638147354126,1
38,Inferencing,1477.73,417.53,2.98,1521.33,100.0,212,0,0,1.1731946468353271,1
39,Inferencing,756.69,313.15,1.53,803.82,100.0,212,0,0,1.1761808395385742,1
40,Inferencing,1148.16,342.46,2.38,1185.85,100.0,212,0,0,1.1711678504943848,1
41,Inferencing,284.74,104.44,0.60,298.76,100.0,212,0,0,1.2366182804107666,1
42,Inferencing,608.92,507.53,1.23,750.99,100.0,212,0,0,1.1876959800720215,1
