Window_index,Stage,MAE,SD of absolute error,MAPE,RMSE,Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,5303.62,1590.51,15.05,5479.56,0.0,212,0,0,74.22707390785217,1
2,Inferencing,5129.13,620.97,14.40,5157.24,0.0,212,0,0,1.4654605388641357,1
3,Inferencing,3024.42,388.71,8.14,3043.1,50.0,212,0,0,1.3432044982910156,1
4,Inferencing,4202.89,1001.38,11.40,4291.42,25.0,212,0,0,1.3925960063934326,1
5,Inferencing,4334.43,1011.95,11.94,4422.14,0.0,212,0,0,1.5133285522460938,1
6,Inferencing,4166.57,334.43,11.68,4176.62,0.0,212,0,0,1.5037436485290527,1
7,Inferencing,1335.79,798.99,3.63,1504.37,100.0,212,0,0,1.4854843616485596,1
8,Inferencing,1388.33,1157.83,3.69,1712.56,100.0,212,0,0,1.468101978302002,1
9,Inferencing,2650.77,527.54,7.20,2689.85,100.0,212,0,0,1.4140186309814453,1
10,Inferencing,551.56,470.68,1.48,685.84,100.0,212,0,0,1.3325326442718506,1
11,Inferencing,857.97,404.0,2.24,926.57,100.0,212,0,0,1.1327910423278809,1
12,Inferencing,7014.7,1588.35,15.43,7148.3,0.0,212,0,0,1.0789275169372559,1
13,Inferencing,3050.64,2417.96,6.54,3700.18,50.0,212,0,0,1.3442838191986084,1
14,Inferencing,2996.73,1468.6,6.41,3255.45,50.0,212,0,0,1.5182840824127197,1
15,Inferencing,3687.97,755.33,7.70,3745.53,25.0,212,0,0,1.4848358631134033,1
16,Inferencing,1391.01,716.28,2.94,1523.05,100.0,212,0,0,1.4918861389160156,1
17,Inferencing,414.4,487.94,0.88,591.85,100.0,212,0,0,1.496847152709961,1
18,Inferencing,851.72,699.57,1.88,1045.22,100.0,212,0,0,1.4712722301483154,1
19,Inferencing,1341.0,305.12,2.94,1366.79,100.0,211,1,0,1.5034804344177246,1
20,Inferencing,389.99,212.21,0.84,431.12,100.0,212,0,0,1.3236935138702393,1
21,Inferencing,2392.89,1174.12,4.81,2599.97,50.0,212,0,0,1.2312066555023193,1
22,Inferencing,3186.73,431.76,6.13,3208.59,25.0,212,0,0,1.5186278820037842,1
23,Inferencing,587.98,333.36,1.15,655.03,100.0,212,0,0,1.5201334953308105,1
24,Inferencing,3985.19,1439.61,7.30,4175.65,25.0,212,0,0,1.4905195236206055,1
25,Inferencing,1652.9,348.64,3.09,1680.25,100.0,212,0,0,1.501861333847046,1
26,Inferencing,1137.76,1258.65,2.10,1575.64,100.0,212,0,0,1.3805186748504639,1
27,Inferencing,2059.14,1024.29,3.79,2242.09,75.0,212,0,0,1.3970832824707031,1
28,Inferencing,438.97,281.39,0.84,502.07,100.0,212,0,0,1.4545831680297852,1
29,Inferencing,470.48,298.08,0.91,536.64,100.0,212,0,0,1.4607810974121094,1
30,Inferencing,1023.4,639.11,2.03,1163.48,100.0,212,0,0,1.3614025115966797,1
31,Inferencing,1674.16,543.28,3.27,1739.01,100.0,212,0,0,1.509037971496582,1
32,Inferencing,1045.53,847.67,1.98,1277.51,100.0,212,0,0,1.4822041988372803,1
33,Inferencing,1523.95,1420.33,3.06,1958.43,75.0,212,0,0,1.5007011890411377,1
34,Inferencing,1440.9,1130.08,2.94,1741.84,75.0,212,0,0,1.4914166927337646,1
35,Inferencing,2280.06,748.88,4.70,2370.51,75.0,212,0,0,1.396744966506958,1
36,Inferencing,1446.28,1145.2,2.95,1753.66,100.0,212,0,0,1.4426836967468262,1
37,Inferencing,1526.0,1030.61,3.06,1767.85,100.0,212,0,0,1.3189172744750977,1
38,Inferencing,2431.52,614.81,4.91,2489.13,75.0,212,0,0,1.3143839836120605,1
39,Inferencing,1691.24,704.09,3.47,1797.8,100.0,212,0,0,1.4273412227630615,1
40,Inferencing,2296.95,619.87,4.83,2358.84,100.0,212,0,0,1.4895968437194824,1
